date,ret,equity,drawdown,leverage
2020-07-20,0.0,1.0,0.0,0.0
2020-07-21,-0.0,1.0,0.0,0.0
2020-07-22,0.0,1.0,0.0,0.0
2020-07-23,0.0,1.0,0.0,0.0
2020-07-24,0.0,1.0,0.0,0.0
2020-07-25,-0.0,1.0,0.0,0.0
2020-07-26,-0.0,1.0,0.0,0.0
2020-07-27,-0.0,1.0,0.0,0.0
2020-08-02,0.0,1.0,0.0,0.0
2020-08-03,0.0,1.0,0.0,0.0
2020-08-04,0.0,1.0,0.0,0.0
2020-08-05,0.0,1.0,0.0,0.0
2020-08-06,0.0,1.0,0.0,0.0
2020-08-07,0.0,1.0,0.0,0.0
2020-08-08,0.0,1.0,0.0,0.0
2020-08-09,0.0,1.0,0.0,0.0
2020-08-10,0.0,1.0,0.0,0.0
2020-08-11,-0.0,1.0,0.0,0.0
2020-08-12,0.0,1.0,0.0,0.0
2020-08-13,0.0,1.0,0.0,0.0
2020-08-14,0.0,1.0,0.0,0.0
2020-08-15,-0.0,1.0,0.0,0.0
2020-08-16,0.0,1.0,0.0,0.0
2020-08-17,-0.0,1.0,0.0,0.0
2020-08-18,-0.0,1.0,0.0,0.0
2020-08-19,-0.0,1.0,0.0,0.0
2020-08-20,0.0,1.0,0.0,0.0
2020-08-21,0.0,1.0,0.0,0.0
2020-08-22,0.0,1.0,0.0,0.0
2020-08-23,0.00046535221786735533,1.0004653522178673,0.0,0.06073240184886915
2020-08-24,0.0029349905083373975,1.003401708530547,0.0,0.06174973120338952
2020-08-25,-0.00490284559906098,0.9984821848797879,-0.0049028455990609565,0.06088539707255443
2020-08-26,0.0020956334707099944,1.0005746375663298,-0.0028174866956898192,0.06180986914100247
2020-08-27,-0.005194040558948055,0.9953776123165556,-0.007996893114466164,0.06100249456742426
2020-08-28,0.002764159303249906,0.9981289946038872,-0.005254838497715575,0.06191460474393199
2020-09-07,0.0,0.9981289946038872,-0.005254838497715575,0.06258275755825808
2020-09-08,-0.0009554168703817812,0.9971753653236254,-0.006205234806745619,0.06309496798149153
2020-09-09,0.007942856831030156,1.0050957864858212,0.0,0.06346848457345007
2020-09-10,0.009257823393259774,1.0144007857704165,0.0,0.06356458729903079
2020-09-11,0.0012571090402910413,1.015675998168687,0.0,0.06429898373517832
2020-09-12,0.004786558205221565,1.0205375904515679,0.0,0.0650809803386404
2020-09-13,-0.005214923563046886,1.015215564924147,-0.005214923563046758,0.06439821811228899
2020-09-14,-0.0002313134491645467,1.014980731910179,-0.005445030730254818,0.0649478349804071
2020-09-15,-0.007123023243745078,1.0077510005648294,-0.012529268893545331,0.06371831036661073
2020-09-16,-0.0028042204013898463,1.0049250446495244,-0.015298354463489483,0.06386978433062984
2020-09-24,0.0,1.0049250446495244,-0.015298354463489483,0.06445500944720071
2020-09-25,0.0017121966222945193,1.0066456739166325,-0.013612351632033892,0.06514860584179784
2020-09-26,0.004767299090671943,1.0114446549225242,-0.008909946692919224,0.06578251236880914
2020-09-27,0.015469871541630624,1.0270915738056445,0.0,0.06363008259411033
2020-09-28,-0.004129381483597843,1.022850320878812,-0.0041293814835979825,0.06347154818187711
2020-09-29,0.0008617032354608628,1.0237317143097053,-0.003271236549522105,0.06405407703063518
2020-09-30,0.005877474262641147,1.02974867111241,0.0,0.06454476758964177
2020-10-01,-0.006864324032962527,1.0226801425613818,-0.006864324032962554,0.06369822991350806
2020-10-02,-0.005920941887473089,1.0166249128678033,-0.01274462265673959,0.0631992083324931
2020-10-20,0.0,1.0166249128678033,-0.01274462265673959,0.06370134454247198
2020-10-21,0.019710525400085624,1.036663124035244,0.0,0.05974345222954977
2020-10-22,0.007895053965099147,1.0448476353431304,0.0,0.05991201884456551
2020-10-23,-0.001663272824260665,1.043109768665771,-0.0016632728242607087,0.06019128521254347
2020-10-24,0.004017340765347671,1.0473002960621645,0.0,0.060693460513719946
2020-10-25,0.00750653323972886,1.055161890546533,0.0,0.06091714806298926
2020-10-26,-0.003792197039281223,1.05116050874924,-0.003792197039281353,0.06045888940329525
2020-10-27,-0.00392344292100276,1.0470363404923502,-0.007700761491655217,0.0599965972927634
2020-10-28,-0.0029432504379318493,1.0439546503246655,-0.01062134665995429,0.06005866958908639
2020-10-29,-0.008656399154603684,1.0349177621721504,-0.019185803198310092,0.059964741108935536
2020-11-07,0.0,1.0349177621721504,-0.019185803198310092,0.06105390372194
